Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Pakistan,PAK,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,11.0227400022404,12.0098913985622,15.0489646772229,17.4210955922365,21.7356572258533,22.9112803258367,25.8606452438868,26.0679120013504,25.608679757677,25.5522503567196,25.448472283303,25.1123230493591,28.7728860680775,26.2900788241569,20.286145603959,19.3425253860752,22.2154122303703,23.4066565162807,22.2704072952465,24.8379037016135,23.4420251175383,24.0395260895196,24.7028464426408,26.3762702840661,24.2180599425443,27.7821783855794,29.7860774451346,27.6435467501865,26.3685964681095,24.9128607525869,24.1573329065136,22.2370174407211,23.4968238834062,24.395045127975,23.8230064643185,24.2071211979922,24.6939754444567,24.64621514863,25.1139429411396,25.4743176424825,16.603618282266,16.2084602957166,16.004100784123,18.2215997820452,21.2947003364719,21.6016814942981,22.7683134071852,23.0416390892532,24.1685851810671,20.3957768107607,19.2854383363833,16.7900431014259,15.1977662090047,14.4059591371388,14.0363434269816,13.8776720604833,14.6822491291274,15.3138129313571,16.6323511145142,15.6879858068791,15.0331201291201,15.3401397751102,14.8383242381905,11.976785268712
Pakistan,PAK,Domestic credit to private sector by banks (% of GDP),FD.AST.PRVT.GD.ZS,11.0227400022404,11.4469994391475,14.8433617539586,17.2614728822783,21.2983135641088,22.0219585620684,25.5745103059787,25.3195858887076,25.2308335074159,25.0555031560618,25.0210466796507,24.673072000945,28.0498600771862,25.9125525988265,19.9917141495085,18.8065621542862,21.219508453254,22.0941848972941,20.8803747433847,23.1736397917041,21.5986915991613,21.6630720786783,22.1404310847454,23.9078781625031,24.2180599425443,27.7821783855794,29.7860774451346,27.6435467501865,26.3685964681095,24.9128607525869,24.1573329065136,22.2370174407211,23.4968238834062,24.395045127975,23.8230064643185,24.2071211979922,24.6939754444567,24.64621514863,25.1139429411396,25.4743176424825,16.603618282266,16.2084602957166,16.004100784123,18.2215997820452,21.2947003364719,21.6016814942981,22.6920728659348,22.9535621201464,24.0579218723301,20.304261403576,19.1734279597665,16.7029845091337,15.1095634962493,14.3171162026222,13.9460843003725,13.8049854559897,14.5790565685906,15.2607261789396,16.5766765483579,15.5701259344879,14.9326504493872,15.2943429989133,14.7914270947055,11.9021841042798
Pakistan,PAK,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.921742002071371,0.955352967342838,0.956881037006054,0.94588392807445,0.988339421926547,1.01962908824074,1.06653873862155,1.15121809376144,1.15662062867006,1.18363432935677,1.2275276687815,1.29958956402637,1.38763123556471,1.59995926189625,2.01712786852625,2.44270350137537,2.72367449199545,3.00984187090877,3.28019627265313,3.49450461829139,3.80929691042991,4.19317269555772,4.5861420695895,4.82801903768941,5.29409448446354,5.53417864043023,5.7163638476055,5.97464092924482,6.54925564422153,7.1115123860467,7.57034710602024,8.59176984941611,9.46825132577933,10.3051077494722,11.6477000613759,13.1626563606806,14.2648458692527,16.1739836043481,17.391243577905,18.4107680473647,30.9320133236896,32.7918910804438,34.0777852701855,35.2884524620585,37.8473391838857,39.9501682959853,42.3462348413628,46.721161815176,51.8233310003367,58.2362745442787,64.4027064874612,74.9718064842142,82.4077467407085,88.4919988319867,94.8720643802864,99.0862628228838,100,104.029745993256,108.026346868906,117.787969289243,129.501391787481,142.79774268153,162.699480128513,205.000968045087
Pakistan,PAK,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.2626736965603,13.9172046755359,15.3369554736432,16.6925204313523,18.867291442221,21.3212627730928,23.1066221636343,26.1991003234067,28.1708542800704,29.8223103783913,30.9320133236896,32.7918910804438,34.0777852701855,35.2884524620585,37.8473391838858,39.9501682959853,42.3462348413628,46.7211618151761,51.8233310003367,58.2362745442787,64.4027064874612,74.9718064842142,82.4077467407085,88.4919988319867,94.8720643802864,99.0862628228838,100,104.029745993256,108.026346868906,117.787969289243,129.501391787481,142.79774268153,162.699480128513,205.000968045087
Pakistan,PAK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.94736842105289,1.64041994750609,-0.5164622336985,1.45648844797496,4.17958688145319,5.56863547936375,7.22762159787735,6.81139963428688,0.170627348438101,3.18698679573686,5.34984090983017,4.73069148232272,5.18323764549138,23.0700840250844,26.6630348537488,20.9045094573998,7.15832373118465,10.1329676874055,6.13869266742743,8.26704697617572,11.9382309107087,11.8799135925283,5.90352878435863,6.362033499853,6.08716673573716,5.61483921793224,3.50641424758205,4.68121854620213,8.83793701817773,7.84426473740044,9.05213155279776,11.7912703351416,9.5090414619015,9.97366476029209,12.3681943936948,12.3435785170513,10.3738085885002,11.3754928865122,6.22800415424543,4.14263718082171,4.36666451291681,3.14826144590618,3.29034472613153,2.91413470059479,7.44462469342739,9.06332737030417,7.92108440058789,7.59868441050774,20.2861210929554,13.6477650639761,12.9388705634889,11.9160927116277,9.68235186055684,7.69215611899565,7.18938402847028,2.52932817254229,3.7651191635658,4.08537368032608,5.07805725868917,10.5783618004555,9.73999313898155,9.49621056124947,19.8738599646655,30.7681280657005
Pakistan,PAK,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,..,3.6464612869908,0.15994817784113,-1.14926605359558,4.48844647762694,3.16588265326953,4.60065831014529,7.93964176578655,0.469288568160579,2.33557140665688,3.70835302221934,5.87049050522882,6.77457514090587,15.3014735391953,26.0737017851048,21.0980989103114,11.5024598958441,10.5066658939728,8.9823456958795,6.53340007196972,9.00820936080011,10.07733957615,9.37164773700086,5.27408362910936,9.65355445236982,4.53494278712353,3.29200083720301,4.51820577774291,9.61756064978023,8.58504801719344,6.45199916790979,13.4924162537224,10.2014077626019,8.83855312769657,13.0284160490462,13.0064844675074,8.37360999459469,13.3835146386713,7.52603689563375,5.8622861838065,68.0104449967103,6.01279243381738,3.92137857065688,3.55265807996106,7.25134298416322,5.55608176808067,5.99763817670407,10.3313245916728,10.9204672720775,12.3746262931271,10.5886442624245,16.4109562675144,9.91831543776397,7.38310696738498,7.20976543926079,4.44198033438504,0.922163326262009,4.02974599325579,3.84178663274797,9.03633484170507,9.9444982105729,10.2673420806694,13.9370112392938,25.9997683355601
Pakistan,PAK,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.45199916790979,13.4924162537224,10.2014077626019,8.83855312769657,13.0284160490462,13.0064844675074,8.37360999459469,13.3835146386713,7.52603689563375,5.8622861838065,3.72104954719543,6.01279243381738,3.92137857065688,3.55265807996106,7.25134298416322,5.55608176808067,5.99763817670407,10.3313245916728,10.9204672720775,12.3746262931271,10.5886442624245,16.4109562675144,9.91831543776397,7.38310696738498,7.20976543926079,4.44198033438504,0.922163326262009,4.02974599325579,3.84178663274797,9.03633484170507,9.9444982105729,10.2673420806694,13.9370112392938,25.9997683355601
Pakistan,PAK,"Interest rate spread (lending rate minus deposit rate, %)",FR.INR.LNDP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.62333333333333,6.47583333333334,6.81333333333333,6.45999999999997,6.01749999999997,5.85666666666667,5.8975,6.19333333333337,5.54000000000003,4.81416666666663,4.465,4.1833333333333,3.92083333333333,3.7325,3.30583333333334,3.10106467492238,3.28321499111099,2.91444233869291,..,..
Pakistan,PAK,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.2575,9.07166666666667,10.9875,11.7683333333333,12.9358333333333,14.5375,14.0425,14.4191666666667,13.5191666666667,11.9858333333333,11.73,10.1558333333333,8.755,8.21,8.53083333333334,12.233054804153,10.7577494267999,8.66597421472524,..,..
Pakistan,PAK,"Listed domestic companies, total",CM.MKT.LDOM.NO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,653,724,727,743,742,773,765,723,709,..,..,639,639,628,630,629,629,625,621,555,550,557,..,..,..,..,..,454,455,494,..
Pakistan,PAK,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.4194174058178,24.7216331197377,15.5999716625213,18.4150800360395,18.9086790991849,8.71271843608738,11.1281098637106,6.65890653032432,5.04747416993835,..,..,34.4857001647418,31.2084074630255,27.7420742767631,37.8598135226371,11.5497562055904,17.0211151982192,19.3214646251835,14.1239485187444,..,..,..,..,..,..,15.5852626074334,15.7558109966212,16.735760320321,12.3657220726544,7.65928068341595,..
Pakistan,PAK,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12651700000,12927800000,9459210000,11660460000,11805320000,5418610000,7007800000,6624600000,4903400000,..,..,45595630000,45317280000,44906480000,69715390000,23354040000,31886980000,38007180000,32567930000,..,..,..,..,..,..,55503510000,50561890000,50278510000,43096600000,28713900000,..
Pakistan,PAK,Monetary Sector credit to private sector (% GDP),FM.AST.PRVT.GD.ZS,11.0227400022404,12.0098913985622,15.0489646772229,17.4210955922365,21.7356572258533,22.9112803258367,25.8606452438868,26.0679120013504,25.608679757677,25.5522503567196,25.448472283303,25.1123230493591,28.7728860680775,26.2900788241569,20.286145603959,19.3425253860752,22.2154122303703,23.4066565162807,22.2704072952465,24.8379037016135,23.4420251175383,24.0395260895196,24.7028464426408,26.3762702840661,24.2180599425443,27.7821783855794,29.7860774451346,27.6435467501865,26.3685964681095,24.9128607525869,24.1573329065136,22.2370174407211,23.4968238834062,24.395045127975,23.8230064643185,24.2071211979922,24.6939754444567,24.64621514863,25.1139429411396,25.4743176424825,16.603618282266,16.2084602957166,16.004100784123,18.2215997820452,21.2947003364719,21.6016814942981,22.7683134071852,23.0416390892532,24.1685851810671,20.3957768107607,19.2854383363833,16.7900431014259,15.1977662090047,14.4059591371388,14.0363434269816,13.8776720604833,14.6822491291274,15.3138129313571,16.6323511145142,15.6879858068791,15.0331201291201,15.3401397751102,14.8383242381905,11.976785268712
Pakistan,PAK,Net domestic credit (current LCU),FM.AST.DOMS.CN,6382000000,6838490493.00353,7523990493.00353,8776966743.01603,11011719124.016,12776980773.9625,15830933154.9626,16927576019.9642,18401661613.9389,19799009135.9186,22535495021.9546,25811792003.5574,30254967959.8893,32642014295.8702,32006458794.1852,41451637421.2333,54028755522.9985,66685844901.68,81976890717.2204,98834700289.4516,114387661795.253,129616690186.218,160341607847.161,183067288749.14,209713557994.991,245789548962.015,285574246237.9,330813100271.75,358745959704,395202491886.272,435428192977.4,520319839350.48,673943982500,731780327196.286,806240583763.208,952053723139.026,1152435778883.06,1265549146433.74,1377668451823.81,1443555116974.82,1591708503753.65,1603350000000,1657079000000,1847095000000,2426497500000,3021284000000,3466918000000,4200836000000,5450198715415,6163829245041.14,6866580466026,7805503077349.48,9266383488261.41,11083367080626,11950503677891,13382026726255,15222904623013,17215682605112,20045302725334,23242623629175,26104843892573,29790736498404,35756799328406,42826292949441
Pakistan,PAK,Net foreign assets (current LCU),FM.AST.NFRG.CN,1995000000,1799409506.99647,1789509506.99647,1988433256.98397,1730780875.98396,1429519226.03746,1192766845.03745,853223980.0358,1342538386.06106,1599390864.08144,1071243175.06675,745473159.28602,1833229328.17324,3751956852.18491,3095644232.02624,795047268.907291,-418750652.726822,-1528381700.94,-782061983.283802,1621094895.61168,4263663745.03816,-1820383310.81554,-6349010216.94682,7137850739.64362,-9178535308.65318,-16930146472.9951,-17908524619.75,-14700530032.2,-13977428651.7,-29106065393.136,-30348162405,-49111905188.5599,-79276377124.9999,-33205576857.8703,25688626699.5522,-34504086752.9358,-106671126983.386,-42950297311.4258,-74002115224.6008,-56543869809.6536,-38023568129.4175,120948056466.536,394813772897.325,563705281823.174,613745292671.694,606962643946.265,775693643983.529,966521329430.342,551119785073.797,677041434510.652,834722353232.548,815632981978.842,759129195643.424,276590232506.918,943985130820.908,1261268939138.85,1356370222743,834463292886.639,-396200509161.96,-268822186404.258,337511542363.814,444437744682.648,-2419765683210.58,-2476379369983.76
Pakistan,PAK,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.7619000037619,4.76190000336508,8.68138258259937,9.99424999991667,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,11.8474666658333,13.1169749993333,14.0463333330833,15.92839166625,16.6475083330833,17.3988,18.0032916666667,20.5414916666667,21.707375,23.8007666666667,25.0827916666667,28.1071833333333,30.5665916666667,31.6426833333333,36.0786833333333,41.111525,45.0466666666667,49.5006915833333,53.6481865,61.9271616666666,59.7237816666667,57.7519966666667,58.2578633333333,59.514475,60.271335,60.7385158333334,70.4080333333333,81.7128916666666,85.1938163257576,86.3433833333333,93.3951972222222,101.628899206349,101.100088423521,102.769271604675,104.769117033301,105.455162087938,121.824068875756,150.036253839864,161.838479684718,162.906253747418,204.867187469982,280.356111655149
Pakistan,PAK,Real effective exchange rate index (2010 = 100),PX.REX.REER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,209.323513882088,237.530642557877,217.572825868452,210.112253908601,214.573556720541,200.453457746559,165.481017903923,146.34748897299,142.503953197913,133.724370828402,126.637068802926,123.928444096481,121.644338211006,120.053009382696,119.223615524395,118.528492719727,115.305933820397,116.963510881159,118.745845247378,109.819692034494,107.906860123315,98.0802739909014,101.626411137654,98.8449158425493,98.0226892685638,100.977081518612,103.785945581769,102.328054519569,97.3854512407014,96.4868640953009,100,102.422986012628,103.797439416231,100.882245850881,107.817146526029,116.008755885254,119.668527669694,121.634059413443,107.117152889708,97.2649895941381,97.5930637490962,100.277684018271,97.0573411346865,91.3895487560632
Pakistan,PAK,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0057407354215582,3.33053751114992,4.70752170437756,1.30244855391589,1.81694696282903,1.92469935448866,3.12315587247781,-1.7109984014482,3.27593378279305,4.2862667098525,4.2162526354002,5.47083938915616,7.76126513302726,4.01832568832305,4.51556820489702,2.93179330274519,0.739692508004723,-1.45225942307802,..,..
Pakistan,PAK,"Risk premium on lending (lending rate minus treasury bill rate, %)",FR.INR.RISK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.76825,1.89056666666667,2.4475,2.77916666666663,1.5691666666666,2.0183333333333,1.49535,1.3036,2.5240083333334,2.6622833333333,1.83974166666667,3.0376333333333,2.76625,2.21003333333333,..,-1.0577229736248,2.10801609346657,1.0799297702808,..,..
Pakistan,PAK,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-19.2999992370605,26.8890991210938,-61.9221992492676,37.5,-16.6653842926,-32.7699279785,112.0299987793,50.3600006104,20.7000007629,58.4540435206,1.346642617,41.7473960966731,..,56.7056671544,15.3202211456745,-18.8012606907273,26.2133501033816,30.924325888364,18.0662919474714,-11.5371560651469,33.3161656604091,-26.4669355479357,-33.3771737241223,-6.58894618687282,-7.51914619291237,-14.9659321686351,-32.0051278118976,..
Pakistan,PAK,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.78170414354159,16.9186846656237,14.454795451096,33.0680078518054,31.1603373273478,12.8186944453661,..,..,106.108737753115,96.0248673748488,77.1171814026978,54.2148845073758,20.9095579563237,9.39122884760911,5.92426028296211,4.17973151590558,4.78835123488181,0.217623917321171,0.19886475392444,..,..,..,..,..,6.42189925542269,5.98543574687723,2.03194643554407,..
Pakistan,PAK,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5560590000,10562900000,8989720000,20824200000,30999800000,12452800000,..,..,140292780000,139436330000,124830650000,99831760000,42279910000,17593320000,11653590000,9637900000,11976000000,562900000,539700000,..,..,..,..,..,19293030000,20860240000,7617570000,..
Pakistan,PAK,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.335132827999399,0.46875725181392,1.68312152917633,47.6875697871267,89.4757617751997,165.904540094231,297.157453123662,467.949763004559,253.962556593384,..,..,307.689092134487,307.689097845237,277.979146884815,143.199026785908,181.038955144378,55.173992645274,30.6615486863272,29.5932225351749,..,..,..,..,..,..,..,..,38.3723,48.4035,26.5292,..
Pakistan,PAK,Wholesale price index (2010 = 100),FP.WPI.TOTL,1.56893513954221,1.61584630021452,1.64199521919774,1.65797220870077,1.6836504471552,1.79763358504033,1.97000725904195,2.08021187813529,2.07686481650296,2.17430876312672,2.19346284628733,2.31336871432423,2.55274899324511,3.24778726005969,3.97355050669031,4.87843384841997,5.26758580007681,5.75663110052516,6.10663637130616,6.7004641561079,7.59750133475297,8.42485736093414,8.78085053535634,9.42789764444937,10.3108265811472,10.6108948441031,11.1335558176617,12.0524318159957,13.2273226542565,14.3442064966003,15.5783003513123,17.4488764670637,18.71293728072,20.6303559001837,24.6991220659004,27.8536515783615,30.9418163217156,34.4090312919393,36.3950176603971,37.785924086781,39.2902839773641,41.0813066257903,42.306989560622,45.080518881288,48.8889573111062,53.1535549588654,57.6697682702699,62.414569163048,78.2162360289333,83.8994312742835,100,118.833830733713,127.272368939693,137.183963060983,143.727687369784,140.108114195619,142.453403907878,147.398502167915,159.601891998423,180.012388084915,112.680894194493,114.654541359311,150.494960301819,193.051973647165
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 01/28/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
